2000000001_00001,0,1,0
2000000002_00001,190,1,1
2000000006_00001,0,1,3
2000000008_00001,2,1,4
2000000009_00001,1,1,5
2000000010_00001,5,1,6
2000000010_00001,0,2,6
2000000011_00001,90,1,7
2000000013_00001,8,1,8
2000000014_00001,2,1,9
2000000014_00001,0,2,9
2000000014_00001,1,3,9
2000000014_00001,2,4,9
2000000014_00001,1,5,9
2000000015_00001,12,1,10
2000000015_00001,36,2,10
2000000015_00001,0,3,10
2000000015_00001,0,4,10
2000000015_00001,0,5,10
2000000015_00001,0,6,10
2000000015_00001,0,7,10
2000000015_00001,10,8,10
2000000015_00001,10,9,10
2000000015_00001,1,10,10
2000000015_00001,0,11,10
2000000015_00001,0,12,10
2000000015_00001,0,13,10
2000000015_00001,0,14,10
2000000015_00001,0,15,10
2000000015_00001,0,16,10
2000000015_00001,3,17,10
2000000015_00001,4,18,10
2000000015_00001,0,19,10
2000000016_00001,0,1,11
2000000016_00001,11,2,11
2000000016_00001,11,3,11
2000000016_00001,7,4,11
2000000016_00001,2,5,11
2000000016_00001,21,6,11
2000000016_00001,15,7,11
2000000016_00001,0,8,11
2000000016_00001,0,9,11
2000000016_00001,0,10,11
2000000016_00001,0,11,11
2000000016_00001,0,12,11
2000000016_00001,25,13,11
2000000016_00001,26,14,11
2000000016_00001,26,15,11
2000000016_00001,26,16,11
2000000016_00001,0,17,11
2000000016_00001,23,18,11
2000000016_00001,28,19,11
2000000016_00001,28,20,11
2000000016_00001,0,21,11
2000000016_00001,21,22,11
2000000016_00001,21,23,11
2000000016_00001,26,24,11
2000000016_00001,25,25,11
2000000016_00001,21,26,11
2000000016_00001,21,27,11
2000000016_00001,21,28,11
2000000016_00001,24,29,11
2000000016_00001,0,30,11
2000000016_00001,0,31,11
2000000016_00001,7,32,11
2000000016_00001,8,33,11
2000000016_00001,10,34,11
2000000016_00001,0,35,11
2000000016_00001,0,36,11
2000000016_00001,0,37,11
2000000016_00001,5,38,11
2000000016_00001,0,39,11
2000000016_00001,1,40,11
2000000016_00001,5,41,11
2000000016_00001,0,42,11
2000000016_00001,0,43,11
2000000016_00001,0,44,11
2000000016_00001,0,45,11
2000000016_00001,0,46,11
2000000016_00001,10,47,11
2000000016_00001,11,48,11
2000000016_00001,11,49,11
2000000017_00001,26,1,12
2000000017_00001,34,2,12
2000000017_00001,34,3,12
2000000017_00001,35,4,12
2000000017_00001,13,5,12
2000000017_00001,36,6,12
2000000017_00001,36,7,12
2000000017_00001,9,8,12
2000000017_00001,28,9,12
2000000017_00001,28,10,12
2000000017_00001,28,11,12
2000000017_00001,29,12,12
2000000017_00001,3,13,12
2000000017_00001,3,14,12
2000000017_00001,4,15,12
2000000017_00001,10,16,12
2000000017_00001,25,17,12
2000000017_00001,25,18,12
2000000017_00001,25,19,12
2000000017_00001,28,20,12
2000000017_00001,28,21,12
2000000017_00001,31,22,12
2000000017_00001,38,23,12
2000000017_00001,38,24,12
2000000018_00001,1,1,13
2000000018_00001,1,2,13
2000000018_00001,0,3,13
2000000018_00001,0,4,13
2000000018_00001,0,5,13
2000000018_00001,0,6,13
2000000018_00001,0,7,13
2000000018_00001,0,8,13
2000000018_00001,0,9,13
2000000018_00001,0,10,13
2000000018_00001,2,11,13
2000000018_00001,0,12,13
2000000018_00001,1,13,13
2000000018_00001,1,14,13
2000000018_00001,1,15,13
2000000018_00001,26,16,13
2000000018_00001,0,17,13
2000000018_00001,1,18,13
2000000018_00001,1,19,13
2000000018_00001,3,20,13
2000000018_00001,3,21,13
2000000018_00001,3,22,13
2000000018_00001,0,23,13
2000000018_00001,0,24,13
2000000018_00001,4,25,13
2000000018_00001,4,26,13
2000000018_00001,5,27,13
2000000018_00001,5,28,13
2000000018_00001,5,29,13
2000000018_00001,0,30,13
2000000018_00001,0,31,13
2000000018_00001,1,32,13
2000000018_00001,15,33,13
2000000018_00001,15,34,13
2000000018_00001,0,35,13
2000000018_00001,7,36,13
2000000018_00001,8,37,13
2000000018_00001,4,38,13
2000000018_00001,4,39,13
2000000018_00001,4,40,13
2000000018_00001,1,41,13
2000000018_00001,31,42,13
2000000019_00001,59,1,14
2000000019_00001,87,2,14
2000000019_00001,87,3,14
2000000019_00001,91,4,14
2000000019_00001,32,5,14
2000000019_00001,32,6,14
2000000019_00001,0,7,14
2000000019_00001,0,8,14
2000000019_00001,0,9,14
2000000019_00001,1,10,14
2000000019_00001,4,11,14
2000000019_00001,10,12,14
2000000019_00001,25,13,14
2000000019_00001,25,14,14
2000000019_00001,25,15,14
2000000019_00001,25,16,14
2000000019_00001,25,17,14
2000000019_00001,28,18,14
2000000019_00001,28,19,14
2000000019_00001,28,20,14
2000000020_00001,7,1,15
2000000020_00001,0,2,15
2000000020_00001,0,3,15
2000000020_00001,18,4,15
2000000020_00001,2,5,15
2000000020_00001,5,6,15
2000000020_00001,5,7,15
2000000020_00001,5,8,15
2000000020_00001,0,9,15
2000000020_00001,5,10,15
2000000020_00001,0,11,15
2000000021_00001,1,1,16
2000000021_00001,0,2,16
2000000021_00001,0,3,16
2000000021_00001,0,4,16
2000000021_00001,0,5,16
2000000021_00001,0,6,16
2000000021_00001,3,7,16
2000000021_00001,3,8,16
2000000021_00001,0,9,16
2000000022_00001,15,1,17
2000000022_00001,0,2,17
2000000022_00001,14,3,17
2000000022_00001,3,4,17
2000000022_00001,0,5,17
2000000022_00001,0,6,17
2000000022_00001,0,7,17
2000000022_00001,0,8,17
2000000022_00001,0,9,17
2000000022_00001,0,10,17
2000000022_00001,0,11,17
2000000022_00001,0,12,17
2000000022_00001,0,13,17
2000000022_00001,12,14,17
2000000022_00001,0,15,17
2000000022_00001,0,16,17
2000000022_00001,2,17,17
2000000022_00001,8,18,17
2000000022_00001,0,19,17
2000000022_00001,13,20,17
2000000022_00001,0,21,17
2000000022_00001,0,22,17
2000000022_00001,0,23,17
2000000022_00001,0,24,17
2000000023_00001,4,1,18
2000000024_00001,1,1,19
2000000024_00001,18,2,19
2000000024_00001,0,3,19
2000000024_00001,0,4,19
2000000024_00001,1,5,19
2000000024_00001,6,6,19
2000000024_00001,1,7,19
2000000025_00001,5,1,20
2000000027_00001,10,1,21
2000000027_00001,5,2,21
2000000027_00001,13,3,21
2000000027_00001,12,4,21
2000000027_00001,6,5,21
2000000027_00001,16,6,21
2000000028_00001,34,1,22
2000000028_00001,16,2,22
2000000028_00001,27,3,22
2000000028_00001,8,4,22
2000000028_00001,13,5,22
2000000028_00001,13,6,22
2000000030_00001,182,1,23
2000000030_00001,0,2,23
2000000033_00001,21,1,24
2000000034_00001,4,1,25
2000000034_00001,0,2,25
