2000000001_00001,13,1,0
2000000002_00001,33,1,1
2000000006_00001,0,1,3
2000000008_00001,6,1,4
2000000009_00001,57,1,5
2000000010_00001,0,1,6
2000000011_00001,1,1,7
2000000013_00001,5,1,8
2000000014_00001,36,1,9
2000000015_00001,12,1,10
2000000016_00001,3,1,11
2000000017_00001,46,1,12
2000000018_00001,19,1,13
2000000019_00001,108,1,14
2000000020_00001,12,1,15
2000000021_00001,19,1,16
2000000022_00001,37,1,17
2000000023_00001,26,1,18
2000000024_00001,91,1,19
2000000025_00001,72,1,20
2000000027_00001,223,1,21
2000000028_00001,22,1,22
2000000030_00001,1,1,23
2000000033_00001,104,1,24
2000000034_00001,16,1,25
2000000035_00001,5,1,26
2000000036_00001,20,1,27
2000000038_00001,5,1,28
2000000039_00001,5,1,29
2000000039_00002,5,1,30
2000000040_00001,69,1,31
2000000041_00001,6,1,32
2000000042_00001,6,1,33
2000000046_00001,6,1,35
2000000047_00001,22,1,36
2000000048_00001,5,1,37
2000000049_00001,45,1,38
2000000051_00001,4,1,39
2000000052_00001,59,1,40
2000000055_00001,24,1,41
2000000056_00001,24,1,42
2000000057_00001,24,1,43
2000000058_00001,24,1,44
2000000059_00001,24,1,45
2000000060_00001,24,1,46
2000000061_00001,23,1,47
2000000064_00001,24,1,50
2000000065_00001,24,1,51
2000000066_00001,23,1,52
2000000067_00001,24,1,53
2000000068_00001,24,1,54
2000000069_00001,24,1,55
2000000070_00001,23,1,56
2000000071_00001,24,1,57
2000000072_00001,24,1,58
2000000074_00001,2,1,59
2000000075_00001,7,1,60
2000000078_00001,9,1,63
2000000081_00001,8,1,65
2000000087_00001,53,1,66
2000000089_00001,49,1,68
2000000091_00001,39,1,69
2000000093_00001,66,1,70
2000000097_00001,28,1,71
2000000100_00001,18,1,72
2000000101_00001,12,1,73
2000000102_00001,130,1,74
2000000103_00001,7,1,75
2000000104_00001,8,1,76
2000000106_00001,0,1,78
2000000107_00001,16,1,79
2000000108_00001,22,1,80
2000000109_00001,0,1,81
2000000111_00001,5,1,82
2000000112_00001,5,1,83
2000000114_00001,65,1,84
2000000115_00001,29,1,85
2000000120_00001,55,1,87
2000000122_00001,57,1,88
2000000124_00001,3,1,89
2000000124_00002,3,1,90
2000000127_00001,4,1,91
2000000128_00001,52,1,92
2000000129_00001,30,1,93
2000000132_00001,6,1,94
2000000137_00001,4,1,95
2000000141_00001,5,1,96
2000000141_00002,5,1,97
2000000141_00003,5,1,98
2000000143_00001,80,1,99
2000000147_00001,4,1,100
2000000148_00001,4,1,101
2000000149_00001,4,1,102
2000000154_00001,0,1,103
2000000156_00001,8,1,104
2000000158_00001,0,1,105
2000000161_00001,35,1,106
2000000163_00001,159,1,107
2000000167_00001,4,1,108
2000000167_00002,4,1,109
2000000167_00003,4,1,110
2000000170_00001,62,1,111
2000000171_00001,53,1,112
2000000176_00001,11,1,113
2000000177_00001,33,1,114
2000000177_00002,33,1,115
2000000179_00001,3,1,116
2000000181_00001,3,1,117
2000000182_00001,34,1,118
2000000186_00001,83,1,120
2000000187_00001,54,1,121
2000000188_00001,6,1,122
2000000190_00001,6,1,123
2000000191_00001,5,1,124
2000000192_00001,4,1,125
2000000193_00001,3,1,126
2000000197_00001,6,1,127
2000000197_00002,6,1,128
2000000198_00001,20,1,129
2000000199_00001,48,1,130
2000000200_00001,1,1,131
2000000204_00001,41,1,132
2000000206_00001,7,1,133
2000000212_00001,4,1,134
2000000213_00001,0,1,135
2000000214_00001,0,1,136
2000000215_00001,5,1,137
2000000216_00001,14,1,138
2000000217_00001,75,1,139
2000000218_00001,3,1,140
2000000219_00001,48,1,141
2000000220_00001,26,1,142
4507000227_00010,14,1,143
4507000239_00030,3,1,144
4507000239_00080,6,1,145
4507000252_00130,1,1,146
4507000282_00030,5,1,147
4507000322_00010,71,1,148
4507000322_00020,56,1,149
4507000322_00030,65,1,150
4507000322_00040,56,1,151
4507000322_00050,65,1,152
4507000322_00060,71,1,153
4507000322_00070,71,1,154
4507000322_00080,64,1,155
4507000322_00090,76,1,156
4507000322_00100,56,1,157
4507000322_00110,56,1,158
4507000322_00120,64,1,159
4507000322_00130,56,1,160
4507000322_00140,56,1,161
4507000322_00150,56,1,162
4507000322_00160,56,1,163
4507000322_00170,56,1,164
4507000322_00180,71,1,165
4507000322_00190,76,1,166
4507000322_00200,64,1,167
4507000322_00210,71,1,168
4507000322_00220,64,1,169
4507000322_00230,56,1,170
4507000322_00240,64,1,171
4507000322_00250,56,1,172
4507000322_00260,56,1,173
4507000323_00050,9,1,174
4507000339_00030,15,1,175
4507000339_00050,15,1,176
4507000339_00110,15,1,177
4507000339_00120,15,1,178
4507000378_00010,22,1,179
4507000417_00010,20,1,180
4507000418_00010,20,1,181
4507000421_00010,28,1,182
4507000422_00010,23,1,183
4507000425_00010,23,1,184
4507000430_00010,0,1,185
4507000430_00020,7,1,186
4507000430_00030,0,1,187
4507000436_00010,8,1,188
4507000440_00010,8,1,189
4507000442_00010,250,1,190
4507000444_00010,8,1,191
4507000445_00010,21,1,192
4507000447_00010,21,1,194
4507000447_00030,37,1,196
4507000449_00010,21,1,198
4507000449_00020,56,1,199
4507000449_00030,24,1,200
4507000449_00040,21,1,201
4507000449_00050,21,1,202
4507000449_00060,20,1,203
4507000449_00070,21,1,204
4507000449_00080,21,1,205
4507000449_00090,84,1,206
4507000451_00010,37,1,207
4507000451_00020,50,1,208
4507000454_00010,21,1,209
4507000455_00010,37,1,210
4507000468_00010,0,1,211
4507000469_00001,0,1,212
4507000470_00001,0,1,213
4507000471_00001,0,1,214
4507000472_00001,0,1,215
4507000473_00001,0,1,216
4507000474_00001,0,1,217
4507000481_00010,2,1,218
4507000481_00030,2,1,219
4507000561_00010,28,1,220
4507000594_00010,0,1,221
4507000594_00030,0,1,222
4507000594_00040,0,1,223
4507000615_00010,19,1,224
4507000643_00010,40,1,225
4507000644_00010,40,1,226
4507000645_00010,49,1,227
4507000647_00010,13,1,228
4507000650_00010,8,1,229
4507000676_00010,47,1,230
4507000684_00010,121,1,232
4507000693_00010,112,1,233
4507000698_00010,61,1,234
4507000699_00010,78,1,235
4507000709_00010,43,1,236
4507000709_00020,43,1,237
4507000754_00010,53,1,238
4507000755_00010,19,1,239
4507000756_00010,53,1,240
4507000757_00010,36,1,241
4507000798_00010,7,1,242
4507000803_00010,7,1,243
4507000805_00001,0,1,244
4507000806_00001,0,1,245
4507000807_00001,0,1,246
4507000808_00001,0,1,247
4507000809_00001,0,1,248
4507000810_00001,0,1,249
4507000811_00001,0,1,250
4507000812_00001,0,1,251
4507000813_00001,0,1,252
4507000814_00001,0,1,253
4507000816_00001,0,1,254
4507000831_00010,46,1,255
4507000854_00010,33,1,256
4507000855_00430,5,1,257
4507000857_00010,5,1,258
4507000858_00010,5,1,259
4507000861_00010,5,1,260
4507000862_00020,3,1,261
4507000863_00060,4,1,262
4507000863_00070,4,1,263
4507000863_00080,4,1,264
4507000863_00170,4,1,265
4507000863_00180,4,1,266
4507000863_00190,4,1,267
4507000873_00010,11,1,268
4507000879_00010,19,1,269
4507000879_00020,19,1,270
4507000879_00030,19,1,271
4507000879_00040,19,1,272
4507000879_00050,19,1,273
4507000879_00060,19,1,274
4507000879_00070,19,1,275
4507000879_00080,19,1,276
4507000879_00090,19,1,277
4507000879_00100,27,1,278
4507000879_00110,19,1,279
4507000879_00120,27,1,280
4507000879_00130,19,1,281
4507000879_00140,19,1,282
4507000879_00150,138,1,283
4507000879_00160,162,1,284
4507000879_00170,0,1,285
4507000886_00010,22,1,286
4507000890_00010,22,1,287
4507000896_00010,22,1,288
4507000898_00010,22,1,289
4507000902_00010,39,1,290
4507000906_00010,89,1,291
4507000906_00020,39,1,292
4507000906_00030,62,1,293
4507000906_00040,39,1,294
4507000906_00050,39,1,295
4507000906_00060,39,1,296
4507000906_00070,39,1,297
4507000906_00080,39,1,298
4507000906_00090,39,1,299
4507000906_00100,39,1,300
4507000906_00110,0,1,301
4507000907_00010,7,1,302
4507000907_00020,256,1,303
4507000916_00040,18,1,304
4507000937_00010,33,1,305
4507000983_00010,18,1,306
4507001008_00010,25,1,307
4507001065_00010,26,1,308
4507001077_00010,47,1,309
4507001097_00010,67,1,310
4507001099_00070,6,1,311
4507001099_00170,6,1,312
4507001102_00001,0,1,313
4507001103_00001,0,1,314
4507001104_00001,0,1,315
4507001105_00001,0,1,316
4507001106_00001,0,1,317
4507001107_00001,0,1,318
4507001108_00001,0,1,319
4507001109_00001,0,1,320
4507001110_00001,0,1,321
4507001111_00001,0,1,322
4507001112_00001,0,1,323
4507001113_00001,0,1,324
4507001114_00001,0,1,325
4507001115_00001,0,1,326
4507001123_00040,7,1,327
4507001124_00070,3,1,328
4507001124_00140,3,1,329
4507001130_00020,4,1,330
4507001146_00010,0,1,331
4507001188_00030,5,1,332
4507001212_00010,9,1,333
4507001236_00010,16,1,334
4507001236_00020,16,1,335
4507001236_00060,20,1,336
4507001236_00070,20,1,337
4507001236_00080,20,1,338
4507001236_00090,20,1,339
4507001236_00100,20,1,340
4507001238_00010,11,1,341
4507001238_00260,41,1,342
4507001239_00150,19,1,343
4507001242_00020,25,1,344
4507001242_00070,18,1,345
4507001247_00001,0,1,346
4507001258_00010,0,1,347
4507001258_00020,0,1,348
4507001261_00010,96,1,349
4507001265_00010,96,1,350
4507001266_00010,31,1,351
4507001266_00030,10,1,352
4507001267_00020,18,1,354
4507001269_00010,96,1,355
4507001274_00010,19,1,356
4507001276_00010,107,1,357
4507001280_00010,30,1,358
4507001281_00010,27,1,359
4507001285_00010,23,1,360
4507001285_00030,47,1,361
4507001285_00040,47,1,362
4507001285_00050,23,1,363
4507001286_00020,5,1,364
4507001290_00020,6,1,365
4507001290_00070,5,1,366
4507001290_00130,6,1,367
4507001290_00160,5,1,368
4507001292_00060,11,1,369
4507001306_00010,9,1,370
4507001307_00010,164,1,371
4507001308_00010,30,1,372
4507001309_00001,0,1,373
4507001310_00001,0,1,374
4507001311_00001,0,1,375
4507001312_00001,0,1,376
4507001313_00001,0,1,377
4507001314_00001,0,1,378
4507001315_00001,0,1,379
4507001316_00001,0,1,380
4507001317_00001,0,1,381
4507001318_00001,0,1,382
4507001319_00001,0,1,383
4507001320_00001,0,1,384
4507001321_00001,0,1,385
4507001322_00001,0,1,386
4507001323_00001,0,1,387
4507001324_00001,0,1,388
4507001325_00001,0,1,389
4507001335_00020,1,1,390
4507001339_00010,2,1,391
4507001339_00020,2,1,392
4507001339_00030,2,1,393
4507001339_00040,2,1,394
4507001341_00010,1,1,395
4507001343_00050,1,1,396
4507001343_00060,1,1,397
4507001343_00070,1,1,398
4507001358_00010,14,1,399
4507001358_00020,14,1,400
4507001371_00030,14,1,401
4507001374_00010,2,1,402
4507001374_00020,2,1,403
4507001379_00010,9,1,404
4507001379_00020,9,1,405
4507001379_00030,9,1,406
4507001379_00040,14,1,407
4507001388_00060,14,1,408
4507001389_00050,14,1,409
4507001393_00010,9,1,410
4507001399_00030,14,1,411
4507001411_00040,252,1,412
4507001412_00020,14,1,413
4507001414_00010,8,1,414
4507001414_00020,8,1,415
4507001414_00030,7,1,416
4507001414_00040,7,1,417
4507001418_00010,17,1,418
4507001421_00010,8,1,419
4507001443_00010,31,1,420
4507001456_00010,16,1,421
4507001456_00020,16,1,422
4507001456_00030,16,1,423
4507001507_00010,3,1,424
4507001507_00020,3,1,425
4507001507_00030,3,1,426
4507001507_00040,3,1,427
4507001509_00010,3,1,428
4507001535_00001,0,1,429
4507001536_00001,0,1,430
4507001537_00001,0,1,431
4507001538_00001,0,1,432
4507001539_00001,0,1,433
4507001540_00001,0,1,434
4507001541_00001,0,1,435
4507001542_00001,0,1,436
4507001543_00001,0,1,437
4507001544_00001,0,1,438
4507001545_00001,0,1,439
4507001546_00001,0,1,440
4507001547_00001,0,1,441
4507001548_00001,0,1,442
4507001567_00010,3,1,443
4507001567_00030,3,1,444
4507001567_00040,3,1,445
4507001567_00050,3,1,446
4507001567_00060,3,1,447
4507001567_00070,3,1,448
4507001567_00080,3,1,449
4507001567_00090,8,1,450
4507001569_00010,3,1,451
4507001569_00020,3,1,452
4507001569_00030,3,1,453
4507001596_00120,6,1,454
4507001607_00010,26,1,455
4507001607_00020,27,1,456
4507001607_00030,26,1,457
4507001607_00040,28,1,458
4507001607_00050,27,1,459
4507001607_00070,30,1,461
4507001628_00010,21,1,462
4507001632_00020,3,1,463
4507001633_00010,3,1,464
4507001635_00010,1,1,465
4507001635_00030,1,1,466
4507001729_00010,26,1,467
4507001731_00010,21,1,468
4507001739_00010,18,1,470
4507001773_00010,19,1,471
4507001775_00010,27,1,472
4507001782_00010,28,1,473
4507001787_00010,23,1,474
4507001794_00010,23,1,475
4507001797_00010,27,1,476
4507001800_00010,22,1,477
4507001814_00010,1,1,478
4507001819_00020,26,1,479
4507001819_00040,8,1,480
4507001819_00050,26,1,481
4507001819_00100,26,1,482
4507001822_00020,5,1,483
4507001841_00010,29,1,484
4507001842_00080,19,1,485
4507001842_00090,19,1,486
4507001868_00001,0,1,487
4507001869_00001,0,1,488
4507001870_00001,0,1,489
4507001871_00001,0,1,490
4507001872_00001,0,1,491
4507001873_00010,28,1,492
4507001873_00110,12,1,493
4507001873_00120,13,1,494
4507001873_00130,7,1,495
4507001874_00001,0,1,496
4507001875_00001,0,1,497
4507001876_00001,0,1,498
4507001877_00001,0,1,499
4507001878_00001,0,1,500
4507001879_00001,0,1,501
4507001880_00001,0,1,502
4507001881_00001,0,1,503
4507001882_00001,0,1,504
4507001898_00010,28,1,505
4507001901_00010,6,1,506
4507001904_00010,2,1,507
4507001904_00100,2,1,508
4507001904_00130,2,1,509
4507001904_00140,2,1,510
4507001949_00010,2,1,511
4507001968_00270,6,1,512
4507001973_00010,5,1,513
4507002008_00010,44,1,514
4507002015_00010,0,1,515
4507002028_00010,1,1,516
4507002046_00010,7,1,517
4507002046_00020,14,1,518
4507002046_00070,7,1,519
4507002046_00150,7,1,520
4507002046_00160,7,1,521
4507002079_00010,14,1,522
4507002096_00010,0,1,523
4507002101_00010,33,1,524
4507002102_00010,18,1,525
4507002102_00020,35,1,526
4507002109_00030,11,1,527
4507002109_00150,15,1,528
4507002109_00160,40,1,529
4507002109_00170,2,1,530
4507002116_00010,65,1,531
4507002116_00020,68,1,532
4507002117_00010,0,1,533
4507002152_00010,0,1,534
4507002152_00040,0,1,535
4507002153_00001,0,1,536
4507002169_00010,29,1,537
4507002173_00010,36,1,538
4507002175_00010,1,1,539
4507002179_00010,0,1,540
4507002185_00010,18,1,541
4507002185_00020,15,1,542
4507002185_00030,15,1,543
4507002185_00040,15,1,544
4507002185_00050,15,1,545
4507002185_00060,0,1,546
4507002200_00001,0,1,547
4507002201_00001,0,1,548
4507002202_00001,0,1,549
4507002203_00001,0,1,550
