2000000001_00001,50,1,0
2000000002_00001,0,1,1
2000000006_00001,44,1,3
2000000008_00001,36,1,4
2000000009_00001,5,1,5
2000000010_00001,72,1,6
2000000010_00001,62,2,6
2000000011_00001,0,1,7
2000000013_00001,21,1,8
2000000014_00001,9,1,9
2000000014_00001,8,2,9
2000000014_00001,1,3,9
2000000014_00001,17,4,9
2000000014_00001,7,5,9
2000000015_00001,44,1,10
2000000015_00001,22,2,10
2000000015_00001,47,3,10
2000000015_00001,52,4,10
2000000015_00001,72,5,10
2000000015_00001,122,6,10
2000000015_00001,128,7,10
2000000015_00001,100,8,10
2000000015_00001,119,9,10
2000000015_00001,147,10,10
2000000015_00001,169,11,10
2000000016_00001,51,1,11
2000000016_00001,59,2,11
2000000016_00001,75,3,11
2000000016_00001,88,4,11
2000000016_00001,107,5,11
2000000016_00001,111,6,11
2000000016_00001,146,7,11
2000000016_00001,162,8,11
2000000016_00001,191,9,11
2000000016_00001,193,10,11
2000000016_00001,197,11,11
2000000016_00001,225,12,11
2000000016_00001,227,13,11
2000000016_00001,234,14,11
2000000017_00001,30,1,12
2000000017_00001,50,2,12
2000000017_00001,85,3,12
2000000017_00001,120,4,12
2000000017_00001,108,5,12
2000000017_00001,119,6,12
2000000017_00001,210,7,12
2000000017_00001,211,8,12
2000000018_00001,55,1,13
2000000018_00001,62,2,13
2000000018_00001,36,3,13
2000000018_00001,64,4,13
2000000018_00001,71,5,13
2000000018_00001,92,6,13
2000000018_00001,85,7,13
2000000018_00001,107,8,13
2000000018_00001,141,9,13
2000000018_00001,164,10,13
2000000018_00001,129,11,13
2000000018_00001,134,12,13
2000000018_00001,141,13,13
2000000018_00001,148,14,13
2000000018_00001,140,15,13
2000000018_00001,153,16,13
2000000018_00001,164,17,13
2000000019_00001,5,1,14
2000000019_00001,6,2,14
2000000019_00001,33,3,14
2000000019_00001,87,4,14
2000000019_00001,156,5,14
2000000019_00001,157,6,14
2000000020_00001,21,1,15
2000000020_00001,2,2,15
2000000020_00001,29,3,15
2000000020_00001,9,4,15
2000000020_00001,5,5,15
2000000020_00001,24,6,15
2000000020_00001,31,7,15
2000000020_00001,23,8,15
2000000020_00001,1,9,15
2000000020_00001,24,10,15
2000000020_00001,35,11,15
2000000021_00001,20,1,16
2000000021_00001,9,2,16
2000000021_00001,15,3,16
2000000021_00001,3,4,16
2000000021_00001,1,5,16
2000000021_00001,2,6,16
2000000021_00001,30,7,16
2000000021_00001,3,8,16
2000000021_00001,1,9,16
2000000022_00001,9,1,17
2000000022_00001,2,2,17
2000000022_00001,2,3,17
2000000022_00001,0,4,17
2000000022_00001,6,5,17
2000000022_00001,34,6,17
2000000022_00001,69,7,17
2000000022_00001,58,8,17
2000000022_00001,65,9,17
2000000022_00001,93,10,17
2000000022_00001,106,11,17
2000000022_00001,90,12,17
2000000022_00001,126,13,17
2000000023_00001,23,1,18
2000000024_00001,8,1,19
2000000024_00001,19,2,19
2000000024_00001,1,3,19
2000000024_00001,2,4,19
2000000024_00001,8,5,19
2000000024_00001,135,6,19
2000000025_00001,2,1,20
2000000027_00001,27,1,21
2000000027_00001,58,2,21
2000000027_00001,52,3,21
2000000027_00001,42,4,21
2000000028_00001,22,1,22
2000000028_00001,80,2,22
2000000028_00001,44,3,22
2000000028_00001,77,4,22
2000000028_00001,126,5,22
2000000028_00001,98,6,22
2000000030_00001,14,1,23
2000000033_00001,16,1,24
2000000034_00001,17,1,25
2000000034_00001,15,2,25
2000000034_00001,12,3,25
2000000034_00001,9,4,25
2000000034_00001,20,5,25
2000000034_00001,1,6,25
2000000034_00001,18,7,25
2000000034_00001,3,8,25
2000000034_00001,7,9,25
2000000035_00001,45,1,26
2000000036_00001,2,1,27
2000000038_00001,19,1,28
2000000039_00001,43,1,29
2000000039_00002,43,1,30
2000000040_00001,2,1,31
2000000040_00001,29,2,31
2000000040_00001,2,3,31
2000000041_00001,6,1,32
2000000042_00001,13,1,33
2000000046_00001,0,1,35
2000000047_00001,3,1,36
2000000047_00001,7,2,36
2000000047_00001,14,3,36
2000000047_00001,15,4,36
2000000047_00001,15,5,36
2000000047_00001,19,6,36
2000000047_00001,43,7,36
2000000047_00001,41,8,36
2000000047_00001,42,9,36
2000000047_00001,42,10,36
2000000047_00001,42,11,36
2000000047_00001,20,12,36
2000000047_00001,19,13,36
2000000047_00001,22,14,36
2000000047_00001,22,15,36
2000000047_00001,15,16,36
2000000047_00001,17,17,36
2000000047_00001,31,18,36
2000000047_00001,30,19,36
2000000047_00001,37,20,36
2000000047_00001,37,21,36
2000000047_00001,59,22,36
2000000047_00001,65,23,36
2000000047_00001,80,24,36
2000000047_00001,86,25,36
2000000047_00001,85,26,36
2000000047_00001,78,27,36
2000000047_00001,97,28,36
2000000047_00001,102,29,36
2000000047_00001,101,30,36
2000000047_00001,125,31,36
2000000047_00001,111,32,36
2000000047_00001,112,33,36
2000000047_00001,132,34,36
2000000047_00001,136,35,36
2000000047_00001,111,36,36
2000000047_00001,111,37,36
2000000047_00001,135,38,36
2000000047_00001,135,39,36
2000000047_00001,142,40,36
2000000048_00001,38,1,37
2000000049_00001,60,1,38
2000000051_00001,28,1,39
2000000055_00001,9,1,41
2000000055_00001,8,2,41
2000000055_00001,16,3,41
2000000055_00001,10,4,41
2000000055_00001,15,5,41
2000000055_00001,16,6,41
2000000055_00001,6,7,41
2000000055_00001,14,8,41
2000000055_00001,13,9,41
2000000055_00001,14,10,41
2000000055_00001,24,11,41
2000000055_00001,21,12,41
2000000056_00001,9,1,42
2000000056_00001,8,2,42
2000000056_00001,21,3,42
2000000056_00001,10,4,42
2000000056_00001,21,5,42
2000000056_00001,16,6,42
2000000056_00001,16,7,42
2000000056_00001,14,8,42
2000000056_00001,14,9,42
2000000057_00001,9,1,43
2000000057_00001,8,2,43
2000000057_00001,19,3,43
2000000057_00001,19,4,43
2000000057_00001,9,5,43
2000000057_00001,16,6,43
2000000057_00001,5,7,43
2000000057_00001,24,8,43
2000000057_00001,48,9,43
2000000057_00001,51,10,43
2000000057_00001,28,11,43
2000000058_00001,9,1,44
2000000058_00001,8,2,44
2000000058_00001,19,3,44
2000000058_00001,19,4,44
2000000058_00001,21,5,44
2000000058_00001,7,6,44
2000000058_00001,6,7,44
2000000058_00001,14,8,44
2000000058_00001,15,9,44
2000000058_00001,15,10,44
2000000058_00001,23,11,44
2000000058_00001,20,12,44
2000000059_00001,9,1,45
2000000059_00001,8,2,45
2000000059_00001,19,3,45
2000000059_00001,10,4,45
2000000059_00001,21,5,45
2000000059_00001,14,6,45
2000000059_00001,16,7,45
2000000059_00001,14,8,45
2000000059_00001,15,9,45
2000000059_00001,15,10,45
2000000059_00001,24,11,45
2000000059_00001,2,12,45
2000000060_00001,9,1,46
2000000060_00001,8,2,46
2000000060_00001,20,3,46
2000000060_00001,10,4,46
2000000060_00001,20,5,46
2000000060_00001,7,6,46
2000000060_00001,7,7,46
2000000060_00001,14,8,46
2000000060_00001,14,9,46
2000000060_00001,15,10,46
2000000060_00001,24,11,46
2000000060_00001,20,12,46
2000000061_00001,9,1,47
2000000061_00001,8,2,47
